source_row_index,split,fold
405,fit,6
406,fit,6
407,fit,6
408,fit,6
409,fit,6
410,fit,6
411,fit,6
412,fit,6
413,fit,6
414,fit,6
415,fit,6
416,fit,6
417,fit,6
418,fit,6
419,fit,6
420,fit,6
421,fit,6
422,fit,6
423,fit,6
424,fit,6
425,fit,6
426,fit,6
427,fit,6
428,test,6
429,fit,6
430,fit,6
431,fit,6
432,fit,6
433,fit,6
434,fit,6
435,test,6
436,validation,6
437,validation,6
438,fit,6
439,fit,6
440,fit,6
441,test,6
442,fit,6
443,fit,6
444,fit,6
445,validation,6
446,validation,6
447,fit,6
448,fit,6
449,test,6
450,fit,6
451,fit,6
452,fit,6
453,fit,6
454,validation,6
455,test,6
456,test,6
457,fit,6
458,fit,6
459,validation,6
460,fit,6
461,validation,6
462,fit,6
463,fit,6
464,fit,6
465,fit,6
466,fit,6
467,fit,6
468,fit,6
469,fit,6
470,fit,6
471,fit,6
472,fit,6
473,fit,6
474,fit,6
475,fit,6
476,test,6
477,test,6
478,validation,6
479,fit,6
480,fit,6
481,fit,6
482,fit,6
483,fit,6
484,fit,6
485,fit,6
486,fit,6
487,fit,6
488,fit,6
489,fit,6
490,fit,6
491,validation,6
492,fit,6
493,fit,6
494,fit,6
495,fit,6
496,fit,6
497,fit,6
498,fit,6
499,fit,6
500,fit,6
501,fit,6
502,fit,6
503,fit,6
504,fit,6
505,fit,6
506,fit,6
507,fit,6
508,fit,6
509,test,6
510,validation,6
511,fit,6
512,test,6
513,fit,6
514,fit,6
515,fit,6
516,validation,6
517,fit,6
518,test,6
519,validation,6
520,fit,6
521,fit,6
522,fit,6
523,fit,6
524,fit,6
525,validation,6
526,fit,6
527,fit,6
528,fit,6
529,fit,6
530,fit,6
531,test,6
532,test,6
533,fit,6
534,validation,6
535,fit,6
536,validation,6
537,fit,6
538,test,6
539,fit,6
540,fit,6
541,fit,6
542,fit,6
543,fit,6
544,fit,6
545,fit,6
546,fit,6
547,fit,6
548,fit,6
549,fit,6
550,fit,6
551,fit,6
552,test,6
553,fit,6
554,fit,6
555,fit,6
556,fit,6
557,fit,6
558,fit,6
559,validation,6
560,validation,6
561,fit,6
562,validation,6
563,fit,6
564,fit,6
565,fit,6
566,fit,6
567,fit,6
568,fit,6
569,fit,6
570,fit,6
571,fit,6
572,validation,6
573,fit,6
574,fit,6
575,fit,6
576,validation,6
577,fit,6
578,fit,6
579,fit,6
580,test,6
581,validation,6
582,fit,6
583,fit,6
584,validation,6
585,fit,6
586,fit,6
587,fit,6
588,validation,6
589,fit,6
590,fit,6
591,test,6
592,test,6
593,fit,6
594,validation,6
595,fit,6
596,fit,6
597,test,6
598,fit,6
599,validation,6
600,fit,6
601,test,6
602,fit,6
603,fit,6
604,fit,6
605,validation,6
606,fit,6
607,fit,6
608,validation,6
609,fit,6
610,fit,6
611,validation,6
612,fit,6
613,fit,6
614,fit,6
615,fit,6
616,fit,6
617,fit,6
618,test,6
619,fit,6
620,validation,6
621,validation,6
622,fit,6
623,fit,6
624,fit,6
625,fit,6
626,fit,6
627,fit,6
628,fit,6
629,fit,6
630,fit,6
631,validation,6
632,fit,6
633,fit,6
634,validation,6
635,fit,6
636,fit,6
637,fit,6
638,fit,6
639,fit,6
640,fit,6
641,fit,6
642,fit,6
643,fit,6
644,test,6
645,validation,6
646,fit,6
647,fit,6
648,fit,6
649,fit,6
650,fit,6
651,fit,6
652,fit,6
653,fit,6
654,fit,6
655,fit,6
656,validation,6
657,fit,6
658,fit,6
659,fit,6
660,fit,6
661,test,6
662,fit,6
663,fit,6
664,fit,6
665,validation,6
666,fit,6
667,fit,6
668,fit,6
669,fit,6
670,fit,6
671,fit,6
672,fit,6
673,fit,6
674,fit,6
675,fit,6
676,fit,6
677,fit,6
678,fit,6
679,fit,6
680,fit,6
681,fit,6
682,fit,6
683,fit,6
684,fit,6
685,fit,6
686,fit,6
687,fit,6
688,fit,6
689,fit,6
690,fit,6
691,fit,6
692,fit,6
693,validation,6
694,fit,6
695,fit,6
696,fit,6
697,validation,6
698,fit,6
699,fit,6
700,test,6
701,validation,6
702,fit,6
703,fit,6
704,test,6
705,fit,6
706,fit,6
707,fit,6
708,validation,6
709,fit,6
710,validation,6
711,fit,6
712,fit,6
713,fit,6
714,test,6
715,fit,6
716,fit,6
717,fit,6
718,fit,6
719,fit,6
720,fit,6
721,fit,6
722,fit,6
723,fit,6
724,fit,6
725,fit,6
726,fit,6
727,fit,6
728,fit,6
729,fit,6
730,fit,6
731,fit,6
732,fit,6
733,fit,6
734,fit,6
735,fit,6
736,test,6
737,fit,6
738,fit,6
739,test,6
740,test,6
741,fit,6
742,fit,6
743,fit,6
744,fit,6
745,fit,6
746,fit,6
747,fit,6
748,fit,6
749,fit,6
750,fit,6
751,fit,6
752,fit,6
753,fit,6
754,fit,6
755,fit,6
756,fit,6
757,fit,6
758,fit,6
759,validation,6
760,validation,6
761,fit,6
762,test,6
763,fit,6
764,fit,6
765,validation,6
766,fit,6
767,fit,6
768,fit,6
769,fit,6
770,fit,6
771,fit,6
772,fit,6
773,validation,6
774,validation,6
775,validation,6
776,test,6
777,fit,6
778,validation,6
779,fit,6
780,fit,6
781,fit,6
782,fit,6
783,fit,6
784,fit,6
785,test,6
786,fit,6
787,fit,6
788,validation,6
789,fit,6
790,fit,6
791,fit,6
792,fit,6
793,test,6
794,fit,6
795,fit,6
796,fit,6
797,test,6
798,fit,6
799,fit,6
800,fit,6
801,fit,6
802,fit,6
803,validation,6
804,fit,6
805,fit,6
806,fit,6
807,fit,6
808,fit,6
809,fit,6
810,fit,6
811,test,6
812,validation,6
813,fit,6
814,validation,6
815,test,6
816,fit,6
817,fit,6
818,test,6
819,fit,6
820,fit,6
821,fit,6
822,fit,6
823,fit,6
824,fit,6
825,fit,6
826,test,6
827,validation,6
828,fit,6
829,fit,6
830,fit,6
831,fit,6
832,fit,6
833,fit,6
834,fit,6
835,test,6
836,validation,6
837,fit,6
838,fit,6
839,fit,6
840,fit,6
841,fit,6
842,fit,6
843,fit,6
844,test,6
845,test,6
846,fit,6
847,test,6
848,fit,6
849,fit,6
850,fit,6
851,fit,6
852,fit,6
853,fit,6
854,test,6
855,fit,6
856,fit,6
857,fit,6
858,fit,6
859,fit,6
860,test,6
861,fit,6
862,fit,6
863,validation,6
864,fit,6
865,fit,6
866,fit,6
867,validation,6
868,fit,6
869,fit,6
870,fit,6
871,fit,6
872,fit,6
873,validation,6
874,validation,6
875,fit,6
876,fit,6
877,fit,6
878,fit,6
879,fit,6
880,validation,6
881,fit,6
882,fit,6
883,test,6
884,test,6
885,fit,6
886,fit,6
887,test,6
888,fit,6
889,test,6
890,fit,6
891,fit,6
892,fit,6
893,fit,6
894,fit,6
895,fit,6
896,fit,6
897,fit,6
898,fit,6
899,fit,6
900,fit,6
901,validation,6
902,fit,6
903,fit,6
904,fit,6
905,fit,6
906,fit,6
907,fit,6
908,validation,6
909,fit,6
910,fit,6
911,fit,6
912,fit,6
913,fit,6
914,fit,6
915,fit,6
916,validation,6
917,fit,6
918,fit,6
919,fit,6
920,fit,6
921,fit,6
922,fit,6
923,fit,6
924,fit,6
925,fit,6
926,fit,6
927,validation,6
928,fit,6
929,fit,6
930,fit,6
931,fit,6
932,fit,6
933,fit,6
934,fit,6
935,fit,6
936,fit,6
937,fit,6
938,fit,6
939,fit,6
940,fit,6
941,fit,6
942,fit,6
943,fit,6
944,fit,6
945,fit,6
946,fit,6
947,fit,6
948,test,6
949,fit,6
950,fit,6
951,fit,6
952,fit,6
953,fit,6
954,fit,6
955,test,6
956,fit,6
957,test,6
958,validation,6
959,fit,6
960,fit,6
961,fit,6
962,fit,6
963,fit,6
964,fit,6
965,validation,6
966,fit,6
967,fit,6
968,validation,6
969,fit,6
970,fit,6
971,test,6
972,fit,6
973,fit,6
974,fit,6
975,fit,6
976,test,6
977,fit,6
978,fit,6
979,fit,6
980,fit,6
981,fit,6
982,fit,6
983,fit,6
984,fit,6
985,fit,6
986,fit,6
987,validation,6
988,fit,6
989,fit,6
990,fit,6
991,fit,6
992,fit,6
993,fit,6
994,test,6
995,fit,6
996,validation,6
997,fit,6
998,test,6
999,fit,6
1000,fit,6
1001,fit,6
1002,fit,6
1003,fit,6
1004,fit,6
1005,validation,6
1006,test,6
1007,fit,6
1008,fit,6
1009,validation,6
1010,fit,6
1011,fit,6
1012,fit,6
1013,test,6
1014,fit,6
1015,fit,6
1016,validation,6
1017,fit,6
1018,fit,6
1019,fit,6
1020,fit,6
1021,fit,6
1022,test,6
1023,fit,6
1024,validation,6
1025,fit,6
1026,fit,6
1027,fit,6
1028,test,6
1029,fit,6
1030,fit,6
1031,fit,6
1032,fit,6
1033,fit,6
1034,fit,6
1035,fit,6
1036,fit,6
1037,fit,6
1038,fit,6
1039,test,6
1040,fit,6
1041,fit,6
1042,fit,6
1043,fit,6
1044,fit,6
1045,fit,6
1046,fit,6
1047,fit,6
1048,fit,6
1049,fit,6
1050,fit,6
1051,fit,6
1052,fit,6
1053,fit,6
1054,fit,6
1055,fit,6
1056,fit,6
1057,fit,6
1058,fit,6
1059,fit,6
1060,test,6
1061,fit,6
1062,fit,6
1063,test,6
1064,fit,6
1065,fit,6
1066,fit,6
1067,test,6
1068,fit,6
1069,fit,6
1070,test,6
1071,test,6
1072,fit,6
1073,test,6
1074,test,6
1075,fit,6
1076,fit,6
1077,fit,6
1078,test,6
1079,fit,6
1080,fit,6
1081,test,6
1082,fit,6
1083,fit,6
1084,fit,6
1085,fit,6
1086,fit,6
1087,fit,6
1088,fit,6
1089,fit,6
1090,fit,6
1091,fit,6
1092,fit,6
1093,fit,6
1094,fit,6
1095,fit,6
1096,fit,6
1097,fit,6
1098,fit,6
1099,fit,6
1100,fit,6
1101,fit,6
1102,validation,6
1103,fit,6
1104,test,6
1105,test,6
1106,fit,6
1107,test,6
1108,test,6
1109,fit,6
1110,fit,6
1111,validation,6
1112,fit,6
1113,validation,6
1114,fit,6
1115,fit,6
1116,fit,6
1117,fit,6
1118,fit,6
1119,fit,6
1120,validation,6
1121,fit,6
1122,fit,6
1123,fit,6
1124,fit,6
1125,fit,6
1126,validation,6
1127,fit,6
1128,fit,6
1129,test,6
1130,fit,6
1131,fit,6
1132,fit,6
1133,fit,6
1134,fit,6
1135,fit,6
1136,validation,6
1137,fit,6
1138,fit,6
1139,fit,6
1140,fit,6
1141,fit,6
1142,fit,6
1143,test,6
1144,fit,6
1145,fit,6
1146,fit,6
1147,fit,6
1148,fit,6
1149,validation,6
1150,fit,6
1151,fit,6
1152,test,6
1153,fit,6
1154,test,6
1155,fit,6
1156,fit,6
1157,fit,6
1158,fit,6
1159,fit,6
1160,fit,6
1161,fit,6
1162,fit,6
1163,fit,6
1164,fit,6
1165,validation,6
1166,fit,6
1167,fit,6
1168,fit,6
1169,fit,6
1170,fit,6
1171,fit,6
1172,fit,6
1173,fit,6
1174,fit,6
1175,fit,6
1176,fit,6
1177,test,6
1178,fit,6
1179,fit,6
1180,fit,6
1181,fit,6
1182,test,6
1183,fit,6
1184,fit,6
1185,fit,6
1186,test,6
1187,fit,6
1188,fit,6
1189,fit,6
1190,fit,6
1191,fit,6
1192,fit,6
1193,fit,6
1194,fit,6
1195,fit,6
1196,fit,6
1197,fit,6
1198,fit,6
1199,fit,6
1200,fit,6
1201,fit,6
1202,fit,6
1203,fit,6
1204,fit,6
1205,fit,6
1206,validation,6
1207,fit,6
1208,fit,6
1209,fit,6
1210,fit,6
1211,fit,6
1212,fit,6
1213,fit,6
1214,fit,6
1215,fit,6
1216,fit,6
1217,fit,6
1218,fit,6
1219,fit,6
1220,validation,6
1221,fit,6
1222,fit,6
1223,fit,6
1224,fit,6
1225,fit,6
1226,fit,6
1227,fit,6
1228,fit,6
1229,fit,6
1230,fit,6
1231,test,6
1232,fit,6
1233,fit,6
1234,fit,6
1235,fit,6
1236,fit,6
1237,test,6
1238,fit,6
1239,test,6
1240,fit,6
1241,fit,6
1242,fit,6
1243,fit,6
1244,fit,6
1245,fit,6
1246,fit,6
1247,test,6
1248,fit,6
1249,fit,6
1250,validation,6
1251,test,6
1252,test,6
1253,validation,6
1254,fit,6
1255,fit,6
1256,fit,6
1257,fit,6
1258,fit,6
1259,fit,6
1260,fit,6
1261,fit,6
1262,validation,6
1263,fit,6
1264,fit,6
1265,fit,6
1266,fit,6
1267,fit,6
1268,test,6
1269,validation,6
1270,fit,6
1271,fit,6
1272,fit,6
1273,fit,6
1274,fit,6
1275,fit,6
1276,fit,6
1277,fit,6
1278,fit,6
1279,fit,6
1280,fit,6
1281,fit,6
1282,fit,6
1283,fit,6
1284,fit,6
1285,test,6
1286,validation,6
1287,fit,6
1288,fit,6
1289,validation,6
1290,fit,6
1291,fit,6
1292,fit,6
1293,fit,6
1294,fit,6
1295,validation,6
1296,fit,6
1297,fit,6
1298,fit,6
1299,fit,6
1300,fit,6
1301,test,6
1302,fit,6
1303,fit,6
1304,fit,6
1305,fit,6
1306,fit,6
1307,fit,6
1308,fit,6
1309,fit,6
1310,fit,6
1311,fit,6
1312,fit,6
1313,fit,6
1314,fit,6
1315,fit,6
1316,fit,6
1317,fit,6
1318,fit,6
1319,validation,6
1320,fit,6
1321,test,6
1322,fit,6
1323,fit,6
1324,fit,6
1325,test,6
1326,fit,6
1327,fit,6
1328,fit,6
1329,test,6
1330,fit,6
1331,fit,6
1332,fit,6
1333,fit,6
1334,validation,6
1335,fit,6
1336,fit,6
1337,fit,6
1338,fit,6
1339,fit,6
1340,fit,6
1341,fit,6
1342,fit,6
1343,fit,6
1344,validation,6
1345,fit,6
1346,fit,6
1347,test,6
1348,fit,6
1349,fit,6
1350,fit,6
1351,fit,6
1352,fit,6
1353,fit,6
1354,fit,6
1355,fit,6
1356,fit,6
1357,fit,6
1358,fit,6
1359,fit,6
1360,test,6
1361,fit,6
1362,fit,6
1363,fit,6
1364,fit,6
1365,fit,6
1366,fit,6
1367,fit,6
1368,fit,6
1369,fit,6
1370,validation,6
1371,fit,6
1372,test,6
1373,fit,6
1374,fit,6
1375,test,6
1376,fit,6
1377,fit,6
1378,fit,6
1379,fit,6
1380,fit,6
1381,fit,6
1382,fit,6
1383,test,6
1384,fit,6
1385,fit,6
1386,fit,6
1387,fit,6
1388,test,6
1389,fit,6
1390,fit,6
1391,test,6
1392,fit,6
1393,fit,6
1394,fit,6
1395,validation,6
1396,fit,6
1397,fit,6
1398,fit,6
1399,fit,6
1400,fit,6
1401,fit,6
1402,fit,6
1403,fit,6
1404,fit,6
1405,fit,6
1406,fit,6
1407,fit,6
1408,validation,6
1409,fit,6
1410,fit,6
1411,fit,6
1412,fit,6
1413,validation,6
1414,fit,6
1415,fit,6
1416,test,6
1417,fit,6
1418,fit,6
1419,fit,6
1420,fit,6
1421,fit,6
1422,fit,6
1423,fit,6
1424,fit,6
1425,validation,6
1426,fit,6
1427,validation,6
1428,fit,6
1429,validation,6
1430,fit,6
1431,fit,6
1432,fit,6
1433,fit,6
1434,fit,6
1435,fit,6
1436,fit,6
1437,validation,6
1438,fit,6
1439,fit,6
1440,fit,6
1441,fit,6
1442,fit,6
1443,fit,6
1444,fit,6
1445,validation,6
1446,fit,6
1447,fit,6
1448,fit,6
1449,fit,6
1450,fit,6
1451,test,6
1452,fit,6
1453,fit,6
1454,fit,6
1455,fit,6
1456,test,6
1457,fit,6
1458,fit,6
1459,fit,6
1460,validation,6
1461,validation,6
1462,fit,6
1463,validation,6
1464,fit,6
1465,fit,6
1466,fit,6
1467,fit,6
1468,validation,6
1469,fit,6
1470,test,6
1471,fit,6
1472,fit,6
1473,fit,6
1474,fit,6
1475,test,6
1476,fit,6
1477,validation,6
1478,fit,6
1479,fit,6
1480,validation,6
1481,fit,6
1482,fit,6
1483,fit,6
1484,fit,6
1485,test,6
1486,fit,6
1487,fit,6
1488,validation,6
1489,test,6
1490,fit,6
1491,fit,6
1492,test,6
1493,fit,6
1494,fit,6
1495,fit,6
1496,fit,6
1497,fit,6
1498,fit,6
1499,fit,6
1500,test,6
1501,fit,6
1502,fit,6
1503,validation,6
1504,fit,6
1505,fit,6
1506,fit,6
1507,fit,6
1508,fit,6
1509,fit,6
1510,fit,6
1511,fit,6
1512,fit,6
1513,fit,6
1514,fit,6
1515,fit,6
1516,fit,6
1517,fit,6
1518,test,6
1519,fit,6
1520,fit,6
1521,fit,6
1522,fit,6
1523,fit,6
1524,fit,6
1525,fit,6
1526,fit,6
1527,fit,6
1528,fit,6
1529,fit,6
1530,fit,6
1531,fit,6
1532,validation,6
1533,fit,6
1534,validation,6
1535,fit,6
1536,fit,6
1537,fit,6
1538,fit,6
1539,test,6
1540,fit,6
1541,validation,6
1542,test,6
1543,validation,6
1544,fit,6
1545,fit,6
1546,fit,6
1547,fit,6
1548,fit,6
1549,fit,6
1550,fit,6
1551,validation,6
1552,fit,6
1553,test,6
1554,fit,6
1555,test,6
1556,fit,6
1557,fit,6
1558,fit,6
1559,fit,6
1560,fit,6
1561,fit,6
1562,fit,6
1563,validation,6
1564,fit,6
1565,validation,6
1566,fit,6
1567,test,6
1568,fit,6
1569,fit,6
1570,fit,6
1571,fit,6
1572,validation,6
1573,fit,6
1574,fit,6
1575,fit,6
1576,fit,6
1577,fit,6
1578,fit,6
1579,test,6
1580,fit,6
1581,fit,6
1582,fit,6
1583,test,6
1584,fit,6
1585,fit,6
1586,test,6
1587,fit,6
1588,fit,6
1589,fit,6
1590,fit,6
1591,test,6
1592,validation,6
1593,fit,6
1594,fit,6
1595,fit,6
1596,fit,6
1597,fit,6
1598,fit,6
1599,fit,6
1600,test,6
1601,fit,6
1602,fit,6
1603,validation,6
1604,fit,6
1605,test,6
1606,fit,6
1607,fit,6
1608,fit,6
1609,fit,6
1610,fit,6
1611,fit,6
1612,fit,6
1613,fit,6
1614,fit,6
1615,fit,6
1616,fit,6
1617,test,6
1618,fit,6
1619,fit,6
1620,validation,6
1621,fit,6
1622,fit,6
1623,validation,6
1624,fit,6
1625,fit,6
1626,fit,6
1627,fit,6
1628,fit,6
1629,fit,6
1630,fit,6
1631,fit,6
1632,fit,6
1633,fit,6
1634,fit,6
1635,fit,6
1636,fit,6
1637,fit,6
1638,fit,6
1639,fit,6
1640,fit,6
1641,fit,6
1642,validation,6
1643,fit,6
1644,validation,6
1645,fit,6
1646,fit,6
1647,fit,6
1648,fit,6
1649,fit,6
1650,validation,6
1651,fit,6
1652,fit,6
1653,fit,6
1654,validation,6
1655,fit,6
1656,fit,6
1657,test,6
1658,fit,6
1659,fit,6
1660,test,6
1661,fit,6
1662,fit,6
1663,fit,6
1664,fit,6
1665,fit,6
1666,fit,6
1667,fit,6
1668,test,6
1669,fit,6
1670,fit,6
1671,fit,6
1672,fit,6
1673,fit,6
1674,fit,6
1675,test,6
1676,validation,6
1677,fit,6
1678,fit,6
1679,fit,6
1680,test,6
1681,fit,6
1682,fit,6
1683,test,6
1684,fit,6
1685,test,6
1686,fit,6
1687,fit,6
1688,fit,6
1689,fit,6
1690,fit,6
1691,fit,6
1692,fit,6
1693,fit,6
1694,fit,6
1695,test,6
1696,fit,6
1697,fit,6
1698,fit,6
1699,fit,6
1700,fit,6
1701,fit,6
1702,test,6
1703,test,6
1704,fit,6
1705,fit,6
1706,fit,6
1707,validation,6
1708,fit,6
1709,fit,6
1710,fit,6
1711,fit,6
1712,fit,6
1713,fit,6
1714,fit,6
1715,fit,6
1716,fit,6
1717,fit,6
1718,test,6
1719,fit,6
1720,fit,6
1721,fit,6
1722,fit,6
1723,fit,6
1724,fit,6
1725,validation,6
1726,fit,6
1727,fit,6
1728,fit,6
1729,fit,6
1730,fit,6
1731,fit,6
1732,validation,6
1733,fit,6
1734,fit,6
1735,fit,6
1736,fit,6
1737,fit,6
1738,fit,6
1739,validation,6
1740,fit,6
1741,test,6
1742,validation,6
1743,fit,6
1744,fit,6
1745,fit,6
1746,fit,6
1747,fit,6
1748,fit,6
1749,fit,6
1750,fit,6
1751,fit,6
1752,fit,6
1753,fit,6
1754,test,6
1755,fit,6
1756,fit,6
1757,fit,6
1758,fit,6
1759,fit,6
1760,fit,6
1761,validation,6
1762,fit,6
1763,fit,6
1764,fit,6
1765,test,6
1766,test,6
1767,fit,6
1768,fit,6
1769,fit,6
1770,fit,6
1771,validation,6
1772,fit,6
1773,fit,6
1774,fit,6
1775,fit,6
1776,fit,6
1777,fit,6
1778,fit,6
1779,test,6
1780,fit,6
1781,fit,6
1782,fit,6
1783,fit,6
1784,fit,6
1785,fit,6
1786,test,6
1787,fit,6
1788,test,6
1789,fit,6
1790,fit,6
1791,test,6
1792,fit,6
1793,fit,6
1794,fit,6
1795,fit,6
1796,fit,6
1797,fit,6
1798,fit,6
1799,fit,6
1800,validation,6
1801,test,6
1802,fit,6
1803,test,6
1804,validation,6
1805,fit,6
1806,fit,6
1807,validation,6
1808,fit,6
1809,fit,6
1810,fit,6
1811,fit,6
1812,fit,6
1813,test,6
1814,fit,6
1815,test,6
1816,fit,6
1817,fit,6
1818,fit,6
1819,fit,6
1820,fit,6
1821,fit,6
1822,fit,6
1823,fit,6
1824,fit,6
1825,fit,6
1826,fit,6
1827,fit,6
1828,fit,6
1829,fit,6
1830,fit,6
1831,fit,6
1832,fit,6
1833,fit,6
1834,fit,6
1835,fit,6
1836,fit,6
1837,fit,6
1838,fit,6
1839,fit,6
1840,validation,6
1841,fit,6
1842,fit,6
1843,fit,6
1844,test,6
1845,fit,6
1846,fit,6
1847,fit,6
1848,fit,6
1849,fit,6
1850,test,6
1851,fit,6
1852,fit,6
1853,fit,6
1854,fit,6
1855,fit,6
1856,fit,6
1857,fit,6
1858,validation,6
1859,fit,6
1860,validation,6
1861,test,6
1862,fit,6
1863,fit,6
1864,fit,6
1865,validation,6
1866,fit,6
1867,test,6
1868,fit,6
1869,fit,6
1870,fit,6
1871,validation,6
1872,fit,6
1873,fit,6
1874,fit,6
1875,fit,6
1876,fit,6
1877,fit,6
1878,test,6
1879,fit,6
1880,test,6
1881,fit,6
1882,test,6
1883,fit,6
1884,fit,6
1885,fit,6
1886,fit,6
1887,fit,6
1888,fit,6
1889,fit,6
1890,fit,6
1891,fit,6
1892,fit,6
1893,fit,6
1894,fit,6
1895,fit,6
