question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_gpu_load_diff_avg,rag_gpu_memory_used_diff_avg,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_gpu_load_diff_avg,no_context_gpu_memory_used_diff_avg
"""How to fix ecobee SmartThermostat that keeps entering Test mode?""",0.0,0.5200173854827881,0.0,3.5999999999999996,29.0,0.0,0.0,3.419877529144287,2.046856924069895,4.25,33.0,0.0
"""What if ecobee SmartThermostat is not updating location settings?""",0.0,0.598557710647583,1.6706826797334133,3.5999999999999996,29.5,0.0,0.0,3.0874900817871094,3.886652161504022,3.3499999999999996,28.5,0.0
"""Why is ecobee SmartThermostat not sending alerts to the app?""",0.0,0.5856988430023193,0.0,3.4,28.5,0.0,0.0,2.719569206237793,2.2062317760613253,3.65,8.0,0.0
"""How to limit data sharing between ecobee SmartThermostat and other smart devices?""",0.0,0.45578956604003906,0.0,3.05,20.499999999999996,0.0,0.0,3.279477596282959,3.659119371207373,3.9,29.5,0.0
"""How to ensure data privacy when linking ecobee SmartThermostat with new smart devices?""",0.0,0.47688984870910645,2.0969202903075037,3.55,11.0,0.0,0.0,3.020063638687134,3.6423073537554496,4.0,29.5,0.0
"""How to protect ecobee SmartThermostat during a network transition?""",0.0,0.5064089298248291,1.974688717172542,3.65,5.5,0.0,0.0,2.1507349014282227,4.1846161486585824,3.7,29.0,0.0
"""How to avoid unauthorized ecobee SmartThermostat control via deprecated integrations?""",0.0,0.47647857666015625,2.0987302451439307,2.95,23.0,0.0,0.0,2.474538803100586,2.0205785392150313,4.2,17.0,0.0
"""How to control linked voice assistants for ecobee SmartThermostat security?""",0.0,0.48647141456604004,2.055619241043911,2.85,8.0,0.0,0.0,3.098111867904663,2.5822179253361255,4.949999999999999,29.0,0.0
"""How to revoke access for unauthorized mobile devices from ecobee SmartThermostat?""",0.0,0.48758459091186523,2.0509261749425525,3.3,11.0,0.0,0.0,2.104435443878174,1.9007473057140667,3.8499999999999996,29.5,0.0
"""How to ensure secure pairing of ecobee SmartThermostat with smart home devices?""",0.0,0.5064821243286133,3.948806688194838,3.15,15.5,0.0,0.0,3.0330698490142822,2.3078927780956326,3.95,29.5,0.0
"""How to restrict ecobee SmartThermostat pairing to trusted devices only?""",0.0,0.46165037155151367,2.1661414386801052,2.4,6.5,0.0,0.0,2.3761184215545654,3.3668355614894145,4.3,25.0,0.0
"""How to prevent unauthorized control of ecobee SmartThermostat via smart hubs?""",0.0,0.847567081451416,2.3596952309366244,3.7,17.0,0.0,0.0,2.1868953704833984,2.7436154838415683,3.9,29.5,0.0
"""How to ensure ecobee SmartThermostat firmware is updated securely?""",0.0,0.6061348915100098,1.6497977826508234,3.35,31.0,0.0,0.0,2.2745285034179688,2.6379093473586197,4.25,28.5,0.0
"""What if Google Nest Hub is not showing calendar events?""",0.0,0.5353171825408936,0.0,3.7,34.5,0.0,0.0,2.8359146118164062,3.1735793322196164,3.3499999999999996,28.5,0.0
"""How to resolve Google Nest Hub not detecting my phone?""",0.0,0.5247483253479004,1.9056754480098927,3.0,22.0,0.0,0.0,3.2405495643615723,2.4687170620629297,4.25,28.5,0.0
"""How to fix Google Nest Hub not connecting to Chromecast?""",0.0,0.5815691947937012,3.4389716957236165,2.9000000000000004,35.0,0.0,0.0,3.3533811569213867,3.2802713098378087,3.8499999999999996,24.0,0.0
"""What if Google Nest Hub is not showing upcoming events?""",0.0,0.5284161567687988,1.8924478125625088,3.0999999999999996,32.0,0.0,0.0,2.6583290100097656,3.761761603753875,3.45,30.0,0.0
"""How to resolve Google Nest Hub freezing during video playback?""",0.0,0.4666125774383545,4.286211081106157,3.7,25.0,0.0,0.0,3.6501622200012207,1.9177229882122515,3.6,17.0,0.0
"""Why is Google Nest Hub not connecting to my TV?""",0.0,0.5456762313842773,1.8325885249995042,3.65,29.5,0.0,0.0,3.2168490886688232,2.797768795465724,3.8,20.0,0.0
"""What if Google Nest Hub is not responding to broadcast messages?""",0.0,0.465956449508667,2.1461233148597088,2.6,31.5,0.0,0.0,2.9838991165161133,2.0107918417179076,4.25,32.0,0.0
"""Why is Google Nest Hub not connecting to smart locks?""",0.0,0.5683338642120361,1.759529148216861,3.35,32.5,0.0,0.0,2.9290781021118164,2.048426088629902,3.7,20.0,0.0
"""What if Google Nest Hub is not connecting to my printer?""",0.0,0.3898022174835205,0.0,3.8,7.0,0.0,0.0,3.4745452404022217,2.30245958722176,3.5999999999999996,32.5,0.0
"""Why is Google Nest Hub showing the wrong location?""",0.0,0.55191969871521,3.62371555981065,2.7,11.0,0.0,0.0,2.878185987472534,1.3897642533910226,4.300000000000001,17.0,0.0
"""Why is Google Nest Hub not playing audio from Google Podcasts?""",0.0,0.5354294776916504,0.0,2.9,6.0,0.0,0.0,2.613481044769287,1.9131571702068577,3.4,29.5,0.0
"""How to disable Google Nest Hubs ability to remember connected Bluetooth devices?""",0.0,0.43920421600341797,0.0,3.7,22.5,0.0,0.0,1.861079216003418,2.6866132064691697,3.9,20.500000000000004,0.0
"""How to manage device access logs on Google Nest Hub for security?""",0.0,0.47055554389953613,2.1251476323356466,4.05,21.0,0.0,0.0,2.7298715114593506,2.197905643109319,3.4,25.0,0.0
"""How to prevent Google Nest Hub from accessing linked payment methods?""",0.0,0.4897017478942871,0.0,2.8,23.5,0.0,0.0,3.297633171081543,3.3357257855314826,3.95,22.0,0.0
"""Why should I regularly check linked devices on Google Nest Hub?""",0.0,0.3863992691040039,2.5879966137581882,2.7,3.9999999999999982,0.0,0.0,2.2825634479522705,2.628623535254727,3.5,37.0,0.0
"""Why is Honeywell thermostat not detecting the HVAC system?""",0.0,0.5161826610565186,3.874597406868973,2.8,31.5,0.0,0.0,2.59147572517395,3.4729246786196404,4.0,28.5,0.0
"""Why is Honeywell thermostat not updating firmware?""",0.0,0.5167555809020996,1.9351508468551073,3.2,20.0,0.0,0.0,2.756216287612915,2.9025298326383413,3.55,31.5,0.0
"""How to fix Honeywell thermostat not showing outdoor temperature?""",0.0,0.4359567165374756,2.293805696909912,3.2,30.0,0.0,0.0,2.852400541305542,1.7529094976652801,4.1,35.0,0.0
"""Why is Honeywell thermostat showing no power to the RH wire?""",0.0,0.5772197246551514,3.4648850594889464,2.7,6.499999999999998,0.0,0.0,2.3027212619781494,3.908419203229532,3.9000000000000004,17.000000000000004,0.0
"""How to troubleshoot Honeywell thermostat that is unresponsive after a firmware update?""",0.0,0.5095028877258301,1.9626974136757271,3.65,19.0,0.0,0.0,2.770115613937378,3.248961868132394,3.9,29.5,0.0
"""What if Honeywell thermostat is not detecting a C-wire?""",0.0,0.5369281768798828,1.8624464929571256,3.0,34.0,0.0,0.0,3.10440993309021,2.5769792560986873,3.75,38.5,0.0
"""How to troubleshoot Honeywell thermostat that is not saving schedule changes?""",0.0,0.5283036231994629,1.8928509214917084,3.65,32.5,0.0,0.0,2.9327197074890137,3.0688237873593995,3.5,40.0,0.0
"""What if Honeywell thermostat is not displaying fan control options?""",0.0,0.4212992191314697,2.373609906189866,2.75,15.000000000000002,0.0,0.0,2.7826642990112305,2.156206913687671,4.2,34.5,0.0
"""How to troubleshoot Honeywell thermostat that is not recognizing system type?""",0.0,0.6515460014343262,1.534811046033729,3.35,26.0,0.0,0.0,3.6047425270080566,2.4967109114087003,4.25,23.5,0.0
"""How to protect Honeywell thermostat from unauthorized app updates?""",0.0,0.40395426750183105,2.475527752644099,3.15,8.5,0.0,0.0,2.4278647899627686,2.8831918601640987,3.6500000000000004,32.0,0.0
"""How to avoid unauthorized Honeywell thermostat control via deprecated integrations?""",0.0,0.5451664924621582,1.8343020230085296,3.05,29.5,0.0,0.0,2.763439893722534,1.4474713233627285,3.7,18.0,0.0
"""How to secure Honeywell thermostat firmware updates?""",0.0,0.4407353401184082,0.0,2.9,8.5,0.0,0.0,2.6140427589416504,1.5301968517224076,3.6999999999999997,29.5,0.0
"""How to prevent unauthorized mobile devices from accessing Honeywell thermostat?""",0.0,0.4252183437347412,2.351732973739296,2.9,12.000000000000002,0.0,0.0,2.2420365810394287,1.7840922105495365,4.15,24.0,0.0
"""How to secure Honeywell thermostat after updating Wi-Fi credentials?""",0.0,0.488631010055542,2.0465340500721236,2.95,18.499999999999996,0.0,0.0,3.4596304893493652,2.3123856795192,3.5500000000000003,30.0,0.0
"""How to protect Honeywell thermostat from being controlled by unauthorized apps?""",0.0,1.0145728588104248,1.971272918087499,3.45,28.0,0.0,0.0,2.7184059619903564,1.839313211459714,3.5,27.0,0.0
"""How to resolve Kasa Smart Bulb not responding to Google Assistant?""",0.0,0.4742918014526367,2.1084066748313224,3.5,16.0,0.0,0.0,3.356217622756958,2.0856812003300917,4.1,25.0,0.0
"""Why is Kasa Smart Bulb flickering?""",0.0,0.5371952056884766,3.7230414173870567,3.25,35.5,0.0,0.0,3.3359463214874268,3.5971801832380543,3.5,14.5,0.0
"""How to fix Kasa Smart Bulb not working with Alexa after an update?""",0.0,0.4943373203277588,2.022910184763664,2.8499999999999996,32.0,0.0,0.0,3.2545790672302246,2.150815775373883,3.9,22.499999999999996,0.0
"""What if Kasa Smart Bulb is not changing colors when using voice commands?""",0.0,0.544752836227417,0.0,2.9000000000000004,25.5,0.0,0.0,2.946261405944824,1.6970659799267342,3.75,15.5,0.0
"""How to troubleshoot Kasa Smart Bulb that is not updating firmware?""",0.0,0.5478675365447998,1.8252587227679802,3.5,27.0,0.0,0.0,3.6328377723693848,3.3032028270762943,3.5500000000000003,28.5,0.0
"""How to fix Kasa Smart Bulb that wont link with Google Home?""",0.0,0.4958319664001465,2.01681228271753,3.0,34.0,0.0,0.0,3.336529493331909,1.7982757269165275,3.45,28.5,0.0
"""Why is Kasa Smart Bulb not responding after a Wi-Fi extender is removed?""",0.0,0.4682323932647705,2.1356916231857817,3.25,11.0,0.0,0.0,3.298976421356201,2.121870273059313,3.5999999999999996,28.5,0.0
"""Why is Kasa Smart Bulb not following automation schedules after firmware update?""",0.0,0.5553073883056641,3.601608842451472,2.8499999999999996,32.0,0.0,0.0,2.5646989345550537,2.7293651920255875,3.4499999999999997,38.0,0.0
"""How to troubleshoot Kasa Smart Bulb that wont turn on after a firmware rollback?""",0.0,0.5428435802459717,3.684302574038794,3.1,22.5,0.0,0.0,3.1014022827148438,2.257043544145735,3.2,24.0,0.0
"""How to protect Kasa Smart Bulb from cyber attacks?""",0.0,0.5096683502197266,3.9241204582104587,3.15,29.5,0.0,0.0,2.8713152408599854,3.13445206988293,3.3,21.5,0.0
"""How to restrict Kasa app access to specific devices?""",0.0,0.671992301940918,1.4881122850834707,3.6500000000000004,30.0,0.0,0.0,3.089085102081299,2.9134839936705386,3.35,30.0,0.0
"""How to ensure Kasa system is secure after adding new devices?""",0.0,0.4862229824066162,2.056669545010371,3.4,10.5,0.0,0.0,3.276904344558716,3.356826700866659,3.75,29.0,0.0
"""How to prevent Kasa Smart Bulb from being hacked?""",0.0,0.5486512184143066,1.8226515615694203,2.9000000000000004,20.5,0.0,0.0,2.5047061443328857,2.3954905902139867,3.65,8.5,0.0
"""How to protect Kasa Smart Bulb firmware updates from unauthorized changes?""",0.0,0.48191118240356445,4.150142335408826,3.1,25.0,0.0,0.0,3.501596212387085,3.1414244626742533,3.85,22.5,0.0
"""How to prevent unauthorized smart hubs from controlling Kasa Smart Bulb?""",0.0,0.4186687469482422,2.3885231636920485,4.15,6.0,0.0,0.0,2.7666068077087402,3.2530824311292874,3.4000000000000004,18.5,0.0
"""How to maintain Kasa system integrity after network changes?""",0.0,0.4460728168487549,0.0,2.2,9.5,0.0,0.0,2.9049363136291504,2.4096913819273706,3.5999999999999996,22.0,0.0
"""How to manage privacy when linking Kasa Smart Bulb with smart hubs?""",0.0,0.4581024646759033,2.1829177468114405,3.1999999999999997,21.5,0.0,0.0,3.30553936958313,2.1176574281380205,3.9,17.000000000000004,0.0
"""How to check for vulnerabilities in Kasa Smart Bulb firmware?""",0.0,0.5432963371276855,1.8406161272636952,5.75,8.999999999999998,0.0,0.0,3.4189648628234863,1.7549171286435894,3.3499999999999996,29.5,0.0
"""How to revoke voice assistant access to Kasa Smart Bulbs for privacy?""",0.0,0.9674820899963379,3.1008325952695097,3.2,37.0,0.0,0.0,2.383094549179077,2.5177347672028954,4.2,26.5,0.0
"""Why is LIFX bulb not reconnecting automatically after a network drop?""",0.0,0.6198127269744873,1.6133905556932078,2.95,29.5,0.0,0.0,2.813192367553711,2.843744385300306,3.3,28.5,0.0
"""How to fix LIFX bulb that is not appearing in HomeKit?""",0.0,0.6065125465393066,3.297541017760276,3.4,16.5,0.0,0.0,3.5228946208953857,3.406289796130415,3.85,27.5,0.0
"""How to resolve LIFX bulb that is not working with IFTTT?""",0.0,0.5584721565246582,1.7905995640381736,3.2,32.0,0.0,0.0,3.3768014907836914,2.369105800809993,3.75,36.5,0.0
"""How to resolve LIFX bulb that is not syncing with motion sensor commands?""",0.0,0.44546961784362793,2.244822003439341,3.15,10.5,0.0,0.0,2.640178680419922,2.651335703872389,3.65,30.0,0.0
"""How to resolve LIFX bulb that wont change brightness via Google Home?""",0.0,0.5388205051422119,0.0,3.15,12.000000000000002,0.0,0.0,3.6922390460968018,1.8958685807192315,5.8,13.5,0.0
"""How to troubleshoot LIFX bulb that is not following app automations?""",0.0,0.5974071025848389,1.6739004201212098,5.95,21.5,0.0,0.0,3.6455113887786865,1.6458596230060407,8.5,30.0,0.0
"""How to prevent unauthorized pairing of LIFX bulbs?""",0.0,0.5101959705352783,1.960031160088053,4.65,22.5,0.0,0.0,2.5773744583129883,2.3279504383420377,3.75,25.5,0.0
"""How to manage linked accounts in the LIFX app for security?""",0.0,0.5232391357421875,1.9111720276439998,3.35,21.5,0.0,0.0,2.534311532974243,2.7620913644286254,3.35,24.0,0.0
"""How to restrict LIFX app access to specific devices?""",0.0,0.4781677722930908,4.1826323643856025,2.8,20.5,0.0,0.0,2.8049118518829346,1.7825872127292932,4.35,30.0,0.0
"""How to prevent LIFX bulb from being controlled by unauthorized smart speakers?""",0.0,0.554499626159668,1.8034277262299936,4.75,15.999999999999996,0.0,0.0,2.7438201904296875,2.186732214060165,5.85,31.0,0.0
"""How to prevent unauthorized voice commands from controlling LIFX bulbs?""",0.0,0.4664268493652344,2.14395891094482,3.6,20.499999999999996,0.0,0.0,2.582470178604126,2.7105830913346756,3.3,29.5,0.0
"""How to maintain LIFX system integrity after network changes?""",0.0,0.506751298904419,0.0,2.8,33.0,0.0,0.0,3.006723165512085,1.6629399265455136,3.5999999999999996,35.0,0.0
"""How to fix Nest Thermostat not detecting the HVAC system?""",0.0,0.4540722370147705,2.2022927597927167,3.4000000000000004,11.0,0.0,0.0,3.4122490882873535,2.3444947285531024,5.65,29.0,0.0
"""How to fix Nest Thermostat Wi-Fi disconnecting frequently?""",0.0,0.46078944206237793,2.170188612662958,3.1,19.5,0.0,0.0,3.585256338119507,2.5102807585358184,4.1,36.5,0.0
"""What if the Nest Thermostat is not recognizing the heating system?""",0.0,0.5199358463287354,1.923314207053634,3.2,17.499999999999996,0.0,0.0,3.2444846630096436,2.7739382166325703,3.7,29.5,0.0
"""How to fix Nest Thermostat that is showing Low Battery?""",0.0,0.532031774520874,1.8795869868882746,2.75,18.5,0.0,0.0,2.8133022785186768,1.7772708031337088,3.6999999999999997,29.0,0.0
"""What if Nest Thermostat is not triggering the fan when needed?""",0.0,0.504967212677002,1.9803265932806853,3.05,14.999999999999996,0.0,0.0,2.78271746635437,2.8748876221629285,3.1999999999999997,30.5,0.0
"""How to fix Nest Thermostat that wont power on after installation?""",0.0,0.5082201957702637,3.9353020927653066,3.3,19.0,0.0,0.0,3.719972610473633,2.1505534684516254,3.55,16.5,0.0
"""How to fix Nest Thermostat that keeps losing power?""",0.0,0.5285012722015381,3.7842860655177195,3.0,31.0,0.0,0.0,3.703134775161743,3.5105392564147477,3.5999999999999996,30.0,0.0
"""How to troubleshoot Nest Thermostat not recognizing the fan system?""",0.0,0.4463820457458496,2.240233471598604,3.1500000000000004,4.5,0.0,0.0,3.1953885555267334,2.5036078902404912,3.45,34.5,0.0
"""What if Nest Thermostat is not displaying the correct humidity level?""",0.0,0.5306944847106934,1.884323332558579,2.85,19.0,0.0,0.0,3.03363299369812,3.9556531805030013,4.15,31.0,0.0
"""How to fix Nest Thermostat that wont connect after changing the Wi-Fi password?""",0.0,0.6080248355865479,1.644669660632915,3.25,26.0,0.0,0.0,3.078951835632324,3.8974302426964056,3.7,29.0,0.0
"""Why is Nest Thermostat not connecting to Wi-Fi after a power outage?""",0.0,0.5399940013885498,1.8518724234511765,3.2,29.5,0.0,0.0,2.6365339756011963,1.8964291931266692,3.95,20.5,0.0
"""How to prevent unauthorized pairing of Nest Thermostat?""",0.0,0.4699993133544922,2.1276626828734786,2.9000000000000004,21.499999999999996,0.0,0.0,2.9166033267974854,1.7143229434251346,3.75,38.5,0.0
"""How to restrict Nest Thermostat integration with deprecated systems?""",0.0,0.4507565498352051,0.0,2.7,13.999999999999998,0.0,0.0,3.0645220279693604,2.610521290754504,3.4,19.0,0.0
"""How to protect Nest Thermostat from unauthorized smart hub integration?""",0.0,0.3710613250732422,5.3899446394892845,3.3,9.0,0.0,0.0,2.865732192993164,3.1405586404775208,3.25,29.0,0.0
"""How to secure Nest Thermostat after network security updates?""",0.0,0.6418402194976807,4.674060473099721,3.15,26.0,0.0,0.0,2.4356138706207275,2.874018777950236,3.4,34.0,0.0
"""How to restrict guest network access to Nest Thermostat?""",0.0,0.4113929271697998,2.4307661458320284,2.65,3.0,0.0,0.0,2.5648066997528076,3.119143442962471,3.65,28.5,0.0
"""How to avoid phishing attempts targeting Nest Thermostat users?""",0.0,0.42154502868652344,0.0,3.2,22.500000000000004,0.0,0.0,2.3569719791412354,3.3941854509933505,3.8,27.0,0.0
"""How to manage Nest Thermostat user access after an account change?""",0.0,0.5089952945709229,1.964654704408417,2.75,24.5,0.0,0.0,2.5063488483428955,1.196960272303515,3.4000000000000004,28.5,0.0
"""How to revoke third-party permissions after unlinking Nest Thermostat from smart home systems?""",0.0,0.56131911277771,1.7815178162239511,3.6,24.5,0.0,0.0,3.6686317920684814,2.1806494773599376,3.15,31.0,0.0
"""How to protect Nest Thermostat from unauthorized app updates?""",0.0,0.4340536594390869,0.0,2.65,5.5,0.0,0.0,2.481374740600586,1.6120096390728005,4.699999999999999,28.5,0.0
"""How to prevent unauthorized firmware updates on Nest Thermostat?""",0.0,0.4401357173919678,2.2720264693004437,3.0,32.0,0.0,0.0,2.656062602996826,3.0119771992467483,3.45,22.499999999999996,0.0
"""How to ensure that Nest Thermostat software is up to date with security patches?""",0.0,0.4677238464355469,4.276027436364453,2.7,8.5,0.0,0.0,1.7960960865020752,1.1135261721407304,4.15,28.5,0.0
"""How to manage Nest Thermostat linked devices after upgrading your router?""",0.0,0.4617631435394287,2.165612422714123,4.05,31.5,0.0,0.0,2.800447702407837,2.856686090985165,3.4,31.5,0.0
"""How to prevent Nest Thermostat from being controlled by deprecated mobile devices?""",0.0,0.44331884384155273,2.2557128213491913,2.75,15.500000000000002,0.0,0.0,2.7794487476348877,2.5184850074883514,3.4,14.0,0.0
"""Why are my Philips Hue lights unreachable in the app?""",0.0,1.2538342475891113,3.190214342678202,3.6500000000000004,30.0,0.0,0.0,2.4468884468078613,2.4520938042054756,3.45,19.999999999999996,0.0
