question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_gpu_load_diff_avg,rag_gpu_memory_used_diff_avg,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_gpu_load_diff_avg,no_context_gpu_memory_used_diff_avg
"""What if ecobee SmartThermostat is not connecting to Google Assistant?""",0.0,2.5444726943969727,1.9650436850866055,3.1,31.5,0.0,0.0,1.404040813446045,3.561150040737071,3.75,23.0,0.0
"""What if ecobee SmartThermostat is not connecting to Alexa after Wi-Fi update?""",0.0,1.121537208557129,3.566533476981499,3.3499999999999996,40.5,0.0,0.0,1.6100068092346191,2.4844615420607696,3.1500000000000004,40.0,0.0
"""How to fix ecobee SmartThermostat that keeps entering Test mode?""",0.0,5.504847764968872,2.9065290600438853,3.3,34.0,0.0,0.0,1.073319673538208,1.8633777515757108,3.1500000000000004,32.0,0.0
"""What if ecobee SmartThermostat is not updating location settings?""",0.0,1.166374921798706,2.5720717617738043,3.6,18.5,0.0,0.0,0.5232207775115967,5.73371725463215,3.2,28.0,0.0
"""Why is ecobee SmartThermostat not sending alerts to the app?""",0.0,1.6305139064788818,3.679821420816202,3.4,38.0,0.0,0.0,0.48236632347106934,4.146226431415918,3.05,30.5,0.0
"""How to limit data sharing between ecobee SmartThermostat and other smart devices?""",0.0,5.3226118087768555,1.6908991907242579,3.0,21.5,0.0,0.0,1.4846689701080322,3.3677540924399243,3.3499999999999996,11.0,0.0
"""How to ensure data privacy when linking ecobee SmartThermostat with new smart devices?""",0.0,1.392148733139038,1.4366281076088556,3.1,34.0,0.0,0.0,0.20670485496520996,4.8378157357204765,3.6,-0.5,0.0
"""How to protect ecobee SmartThermostat during a network transition?""",0.0,4.530081272125244,3.531945463860066,3.1,7.5,0.0,0.0,1.0777058601379395,2.7836909039504834,3.75,32.5,0.0
"""How to avoid unauthorized ecobee SmartThermostat control via deprecated integrations?""",0.0,4.901637077331543,3.4682290287503275,3.1500000000000004,33.5,0.0,0.0,0.8612926006317139,1.1610456182560402,3.5999999999999996,33.0,0.0
"""How to control linked voice assistants for ecobee SmartThermostat security?""",0.0,4.685781717300415,1.2804693777874976,3.2,33.0,0.0,0.0,0.4813244342803955,4.155201476506365,3.55,29.0,0.0
"""How to revoke access for unauthorized mobile devices from ecobee SmartThermostat?""",0.0,4.602687358856201,1.7381150133099765,3.25,25.5,0.0,0.0,0.7345085144042969,1.361454605889129,3.2,20.5,0.0
"""How to ensure secure pairing of ecobee SmartThermostat with smart home devices?""",0.0,13.300903558731079,2.1803030051265453,3.65,33.0,0.0,0.0,1.8414556980133057,2.715243166259405,3.1,14.5,0.0
"""How to restrict ecobee SmartThermostat pairing to trusted devices only?""",0.0,0.3246328830718994,0.0,3.2,11.5,0.0,0.0,1.0814623832702637,3.698695453377105,2.9000000000000004,8.5,0.0
"""How to prevent unauthorized control of ecobee SmartThermostat via smart hubs?""",0.0,4.6878862380981445,3.626367863162315,3.55,28.5,0.0,0.0,0.7625164985656738,2.622894066898747,2.95,32.5,0.0
"""How to ensure ecobee SmartThermostat firmware is updated securely?""",0.0,1.106032133102417,2.71239859151768,3.15,34.0,0.0,0.0,0.7833476066589355,2.553144967826652,3.5,39.0,0.0
"""What if Google Nest Hub is not showing calendar events?""",0.0,8.100078582763672,1.7283782937355059,3.25,32.5,0.0,0.0,1.6763057708740234,2.386199504589063,3.6,28.5,0.0
"""How to resolve Google Nest Hub not detecting my phone?""",0.0,0.35036492347717285,0.0,2.4,-13.500000000000002,0.0,0.0,1.1390883922576904,2.6336849891460448,3.3,15.5,0.0
"""How to fix Google Nest Hub not connecting to Chromecast?""",0.0,4.882436275482178,1.8433420309435924,3.15,34.0,0.0,0.0,0.7350382804870605,1.360473361111435,3.2,28.5,0.0
"""What if Google Nest Hub is not showing upcoming events?""",0.0,20.207634210586548,2.4248261567566036,3.2,35.0,0.0,0.0,0.5730640888214111,1.7450055229537156,3.2,20.5,0.0
"""How to resolve Google Nest Hub freezing during video playback?""",0.0,17.809653997421265,1.9090769537085428,3.8499999999999996,37.0,0.0,0.0,2.0648109912872314,1.9372233182013612,3.45,10.0,0.0
"""Why is Google Nest Hub not connecting to my TV?""",0.0,10.78236699104309,2.967808462333217,3.65,34.0,0.0,0.0,1.8592705726623535,3.2270719970620636,3.2,32.0,0.0
"""What if Google Nest Hub is not responding to broadcast messages?""",0.0,0.3160576820373535,3.1639794152562803,2.35,-12.5,0.0,0.0,0.7089416980743408,2.821106454075109,3.3499999999999996,32.0,0.0
"""Why is Google Nest Hub not connecting to smart locks?""",0.0,1.1766941547393799,3.399354015560681,3.2,8.0,0.0,0.0,0.6055624485015869,1.6513573496411749,3.2,32.5,0.0
"""What if Google Nest Hub is not connecting to my printer?""",0.0,2.4367575645446777,2.462288447279666,3.6,38.0,0.0,0.0,0.6534638404846191,3.0606131144411615,3.45,31.5,0.0
"""Why is Google Nest Hub showing the wrong location?""",0.0,2.726353883743286,2.5675316919565363,3.35,42.0,0.0,0.0,2.8229005336761475,2.1254734017093826,3.3499999999999996,31.0,0.0
"""Why is Google Nest Hub not playing audio from Google Podcasts?""",0.0,1.0949516296386719,1.8265647046523794,3.2,25.0,0.0,0.0,0.9733202457427979,3.0822332250059454,3.5,35.5,0.0
"""How to disable Google Nest Hubs ability to remember connected Bluetooth devices?""",0.0,1.805018424987793,3.324065791760697,3.2,7.5,0.0,0.0,1.3953347206115723,3.583369585907756,3.6,33.0,0.0
"""How to manage device access logs on Google Nest Hub for security?""",0.0,1.3662211894989014,1.4638918027130488,3.3,40.0,0.0,0.0,0.5265610218048096,3.7982302471696814,3.0,30.0,0.0
"""How to prevent Google Nest Hub from accessing linked payment methods?""",0.0,0.3820769786834717,2.6172736275436326,3.0999999999999996,11.5,0.0,0.0,0.8505887985229492,3.5269686189256495,2.95,35.0,0.0
"""Why should I regularly check linked devices on Google Nest Hub?""",0.0,4.478421926498413,2.0096364629575896,3.4000000000000004,32.0,0.0,0.0,0.49417614936828613,4.047139876250497,3.5,29.0,0.0
"""Why is Honeywell thermostat not detecting the HVAC system?""",0.0,7.472543716430664,1.6058788620552922,3.55,42.0,0.0,0.0,0.4989902973175049,2.004046983230652,3.7,37.0,0.0
"""Why is Honeywell thermostat not updating firmware?""",0.0,5.914760112762451,2.705097027599816,3.3499999999999996,36.5,0.0,0.0,0.5595357418060303,1.7871959292038628,3.3,37.5,0.0
"""How to fix Honeywell thermostat not showing outdoor temperature?""",0.0,1.6850225925445557,2.3738554116117263,3.2,32.0,0.0,0.0,0.4155232906341553,2.4066039679114986,3.6999999999999997,35.0,0.0
"""Why is Honeywell thermostat showing no power to the RH wire?""",0.0,1.764005184173584,1.7006752740383064,3.2,29.0,0.0,0.0,2.041381359100342,2.449321866152079,3.25,37.5,0.0
"""How to troubleshoot Honeywell thermostat that is unresponsive after a firmware update?""",0.0,1.9391040802001953,2.0628083045378904,3.25,23.0,0.0,0.0,2.2380971908569336,2.2340406039675367,3.6,22.5,0.0
"""What if Honeywell thermostat is not detecting a C-wire?""",0.0,3.0486578941345215,2.9521187068301677,3.55,33.5,0.0,0.0,1.113036870956421,4.492214166907457,3.2,29.0,0.0
"""How to troubleshoot Honeywell thermostat that is not saving schedule changes?""",0.0,6.506235361099243,3.3813716810089294,3.75,34.0,0.0,0.0,1.3225123882293701,0.7561365843526344,3.2,18.499999999999996,0.0
"""What if Honeywell thermostat is not displaying fan control options?""",0.0,10.330121755599976,1.8392813220908886,3.3499999999999996,25.0,0.0,0.0,2.9963126182556152,1.668717733101762,3.1500000000000004,35.5,0.0
"""How to troubleshoot Honeywell thermostat that is not recognizing system type?""",0.0,9.52886700630188,2.833495312941571,3.4,24.5,0.0,0.0,0.706568717956543,4.245871524961825,3.45,34.0,0.0
"""How to protect Honeywell thermostat from unauthorized app updates?""",0.0,7.4011549949646,1.6213685577675354,3.25,39.5,0.0,0.0,1.3648579120635986,2.198030999038976,3.4,11.0,0.0
"""How to avoid unauthorized Honeywell thermostat control via deprecated integrations?""",0.0,4.190590143203735,2.3862987451106523,3.25,37.5,0.0,0.0,0.6515493392944336,1.5348031832601685,3.3499999999999996,29.5,0.0
"""How to secure Honeywell thermostat firmware updates?""",0.0,4.397949695587158,1.3642720847900782,3.6,40.0,0.0,0.0,0.31549859046936035,3.169586268236961,3.25,13.5,0.0
"""How to prevent unauthorized mobile devices from accessing Honeywell thermostat?""",0.0,0.6779894828796387,1.4749491330639533,2.9,32.5,0.0,0.0,0.763350248336792,2.620029277986044,3.0,33.5,0.0
"""How to secure Honeywell thermostat after updating Wi-Fi credentials?""",0.0,2.7804150581359863,1.4386341306472237,3.45,40.0,0.0,0.0,0.47852015495300293,0.0,3.0,32.5,0.0
"""How to protect Honeywell thermostat from being controlled by unauthorized apps?""",0.0,2.3229477405548096,1.7219500594725219,3.25,32.5,0.0,0.0,2.8804407119750977,2.430183676719325,3.35,29.5,0.0
"""How to resolve Kasa Smart Bulb not responding to Google Assistant?""",0.0,2.0613036155700684,2.910779350833885,3.5999999999999996,30.0,0.0,0.0,0.5170726776123047,1.9339641085231447,3.5999999999999996,29.5,0.0
"""Why is Kasa Smart Bulb flickering?""",0.0,3.999894857406616,1.7500460010937813,3.1500000000000004,19.0,0.0,0.0,0.7220988273620605,2.769703985403097,3.3,27.0,0.0
"""How to fix Kasa Smart Bulb not working with Alexa after an update?""",0.0,0.6926500797271729,1.443730433689822,2.95,27.0,0.0,0.0,1.610440969467163,2.4837917538343643,3.6,39.5,0.0
"""What if Kasa Smart Bulb is not changing colors when using voice commands?""",0.0,8.645756959915161,1.6192914125286069,3.2,33.5,0.0,0.0,0.5489811897277832,1.8215560363655796,3.3,29.0,0.0
"""How to troubleshoot Kasa Smart Bulb that is not updating firmware?""",0.0,5.1825339794158936,2.7013812269452693,3.0999999999999996,40.0,0.0,0.0,0.3881113529205322,2.5765801295808943,3.6500000000000004,20.0,0.0
"""How to fix Kasa Smart Bulb that wont link with Google Home?""",0.0,6.8581037521362305,2.9162580099157123,3.25,9.5,0.0,0.0,1.2311420440673828,3.249015837997802,3.65,32.5,0.0
"""Why is Kasa Smart Bulb not responding after a Wi-Fi extender is removed?""",0.0,3.2149078845977783,1.5552545141197016,3.2,22.5,0.0,0.0,2.6402082443237305,3.408822019759002,3.5999999999999996,19.0,0.0
"""Why is Kasa Smart Bulb not following automation schedules after firmware update?""",0.0,5.004739284515381,1.7982954732219332,3.25,34.0,0.0,0.0,13.787835121154785,1.8857202578604133,3.3499999999999996,22.5,0.0
"""How to troubleshoot Kasa Smart Bulb that wont turn on after a firmware rollback?""",0.0,2.6809496879577637,2.9840172070122857,3.25,33.0,0.0,0.0,1.5423376560211182,1.9450993680199928,3.4,42.5,0.0
"""How to protect Kasa Smart Bulb from cyber attacks?""",0.0,0.6265203952789307,1.5961172334284255,3.3,25.0,0.0,0.0,0.43711423873901367,2.287731470119367,3.6,38.0,0.0
"""How to restrict Kasa app access to specific devices?""",0.0,5.3088905811309814,1.6952694470643916,3.5,33.0,0.0,0.0,0.2678678035736084,3.7331847525464057,2.5,-8.5,0.0
"""How to ensure Kasa system is secure after adding new devices?""",0.0,0.4789235591888428,2.088015886489737,3.25,11.5,0.0,0.0,0.2700541019439697,7.405923426468167,2.75,3.0000000000000018,0.0
"""How to prevent Kasa Smart Bulb from being hacked?""",0.0,0.48363804817199707,0.0,2.75,38.5,0.0,0.0,0.27021312713623047,0.0,2.35,-9.0,0.0
"""How to protect Kasa Smart Bulb firmware updates from unauthorized changes?""",0.0,0.4824867248535156,0.0,2.45,12.5,0.0,0.0,0.2717268466949463,3.680166358840354,2.8,5.0,0.0
"""How to prevent unauthorized smart hubs from controlling Kasa Smart Bulb?""",0.0,0.5083522796630859,3.9342795931293173,2.8,39.0,0.0,0.0,0.2667529582977295,0.0,2.75,25.0,0.0
"""How to maintain Kasa system integrity after network changes?""",0.0,0.48303675651550293,2.0702358288719935,2.55,37.0,0.0,0.0,0.26701879501342773,3.745054725268399,3.5,27.0,0.0
"""How to manage privacy when linking Kasa Smart Bulb with smart hubs?""",0.0,0.5058786869049072,1.976758511249686,2.5,39.5,0.0,0.0,0.27261805534362793,3.668135621976054,2.15,24.5,0.0
"""How to check for vulnerabilities in Kasa Smart Bulb firmware?""",0.0,0.48804783821105957,0.0,3.15,5.0,0.0,0.0,0.2707788944244385,3.6930500145687795,2.7,-2.0,0.0
"""How to revoke voice assistant access to Kasa Smart Bulbs for privacy?""",0.0,0.49558210372924805,0.0,2.75,19.0,0.0,0.0,0.2727477550506592,3.666391313883974,3.1,2.0,0.0
"""Why is LIFX bulb not reconnecting automatically after a network drop?""",0.0,0.5091543197631836,0.0,2.35,36.0,0.0,0.0,0.26773786544799805,3.734996535984498,2.75,8.5,0.0
"""How to fix LIFX bulb that is not appearing in HomeKit?""",0.0,0.5120871067047119,0.0,2.95,40.5,0.0,0.0,0.27193355560302734,3.6773688991156592,2.95,25.5,0.0
"""How to resolve LIFX bulb that is not working with IFTTT?""",0.0,0.5127158164978027,1.9503981890615172,3.1,35.0,0.0,0.0,0.27001523971557617,3.7034946659067036,6.699999999999999,-7.5,0.0
"""How to resolve LIFX bulb that is not syncing with motion sensor commands?""",0.0,0.47962021827697754,2.0849829967405964,4.1,7.5,0.0,0.0,0.26511335372924805,3.7719714451720154,7.949999999999999,0.5,0.0
"""How to resolve LIFX bulb that wont change brightness via Google Home?""",0.0,0.5107691287994385,1.9578317161630518,4.0,15.0,0.0,0.0,0.2659740447998047,3.759765358881121,7.35,-9.0,0.0
"""How to troubleshoot LIFX bulb that is not following app automations?""",0.0,0.5103800296783447,1.9593243110027592,7.25,12.0,0.0,0.0,0.2674245834350586,0.0,8.35,1.0,0.0
"""How to prevent unauthorized pairing of LIFX bulbs?""",0.0,0.4860224723815918,2.0575180301826834,5.6,23.5,0.0,0.0,0.2653505802154541,0.0,4.35,24.5,0.0
"""How to manage linked accounts in the LIFX app for security?""",0.0,0.494966983795166,2.020336775458389,5.1,40.0,0.0,0.0,0.2651402950286865,0.0,4.9,23.5,0.0
"""How to restrict LIFX app access to specific devices?""",0.0,0.5021965503692627,3.982504456731289,6.4,8.5,0.0,0.0,0.26632070541381836,3.754871400053844,5.65,1.0,0.0
"""How to prevent LIFX bulb from being controlled by unauthorized smart speakers?""",0.0,0.5082924365997314,1.9673713948778808,3.0,22.5,0.0,0.0,0.2689652442932129,0.0,3.3,1.0,0.0
"""How to prevent unauthorized voice commands from controlling LIFX bulbs?""",-1.0,0.5136580467224121,1.9468204701161906,4.6,38.0,0.0,0.0,0.26565003395080566,3.7643511093459767,2.35,25.500000000000004,0.0
"""How to maintain LIFX system integrity after network changes?""",0.0,0.48679065704345703,2.0542711441383292,2.6,35.5,0.0,0.0,0.3012583255767822,0.0,11.25,28.5,3.0
"""How to fix Nest Thermostat not detecting the HVAC system?""",0.0,0.4775230884552002,2.094139580211958,5.95,9.5,0.0,0.0,0.26819944381713867,3.728568507704746,5.949999999999999,-1.0,0.0
"""How to fix Nest Thermostat Wi-Fi disconnecting frequently?""",0.0,0.4817378520965576,2.0758177827389734,7.65,38.0,0.0,0.0,0.2708015441894531,0.0,3.3,25.000000000000004,0.0
"""What if the Nest Thermostat is not recognizing the heating system?""",0.0,0.48369455337524414,2.0674204268426486,2.8,34.5,0.0,0.0,0.2709922790527344,3.6901420346589076,3.0999999999999996,-9.5,0.0
"""How to fix Nest Thermostat that is showing Low Battery?""",0.0,0.4884655475616455,2.047227291653173,3.3,7.0,0.0,0.0,0.26702189445495605,0.0,2.45,-1.0,0.0
"""What if Nest Thermostat is not triggering the fan when needed?""",0.0,0.4866468906402588,0.0,2.9,23.0,0.0,0.0,0.2658059597015381,3.7621428846944136,2.9,24.5,0.0
"""How to fix Nest Thermostat that wont power on after installation?""",0.0,0.4884068965911865,2.0474731355731146,2.45,37.0,0.0,0.0,0.2690560817718506,3.7166972529112865,2.7,-9.0,0.0
"""How to fix Nest Thermostat that keeps losing power?""",0.0,0.47655344009399414,0.0,2.6,6.5,0.0,0.0,0.26607227325439453,0.0,2.45,-4.5,0.0
"""How to troubleshoot Nest Thermostat not recognizing the fan system?""",0.0,0.48270201683044434,0.0,3.0,18.0,0.0,0.0,0.26790404319763184,0.0,2.55,25.499999999999996,0.0
"""What if Nest Thermostat is not displaying the correct humidity level?""",0.0,0.4893958568572998,0.0,2.45,38.5,0.0,0.0,0.26570749282836914,3.7635370736233984,3.15,24.5,0.0
"""How to fix Nest Thermostat that wont connect after changing the Wi-Fi password?""",0.0,0.5106723308563232,0.0,2.7,9.5,0.0,0.0,0.2677478790283203,3.7348568497654404,3.1,-5.5,0.0
"""Why is Nest Thermostat not connecting to Wi-Fi after a power outage?""",0.0,0.48702120780944824,0.0,3.0,8.5,0.0,0.0,0.2688286304473877,0.0,2.8499999999999996,0.5,0.0
"""How to prevent unauthorized pairing of Nest Thermostat?""",0.0,0.5041782855987549,1.9834253647257456,2.5,36.5,0.0,0.0,0.2723112106323242,3.6722689369947235,2.9,22.5,0.0
"""How to restrict Nest Thermostat integration with deprecated systems?""",0.0,0.4793734550476074,2.086056266715433,2.95,37.5,0.0,0.0,0.2649374008178711,7.548953050141646,2.4000000000000004,-8.0,0.0
"""How to protect Nest Thermostat from unauthorized smart hub integration?""",0.0,0.4750189781188965,0.0,3.25,11.0,0.0,0.0,0.2682921886444092,0.0,2.45,0.0,0.0
"""How to secure Nest Thermostat after network security updates?""",0.0,0.4941082000732422,2.023848217561013,2.35,22.0,0.0,0.0,0.26520586013793945,0.0,3.1,9.0,0.0
"""How to restrict guest network access to Nest Thermostat?""",0.0,0.49147939682006836,2.0346732873659272,2.2,36.5,0.0,0.0,0.2692844867706299,3.7135447793205656,3.15,23.5,0.0
"""How to avoid phishing attempts targeting Nest Thermostat users?""",0.0,0.4929356575012207,0.0,2.85,38.0,0.0,0.0,0.27091431617736816,0.0,2.55,-8.0,0.0
"""How to manage Nest Thermostat user access after an account change?""",0.0,0.5047883987426758,1.9810280951212553,2.95,9.5,0.0,0.0,0.2658379077911377,0.0,3.0,-1.5,0.0
"""How to revoke third-party permissions after unlinking Nest Thermostat from smart home systems?""",0.0,0.4851415157318115,0.0,3.05,23.5,0.0,0.0,0.270125150680542,7.40397550898758,2.5999999999999996,24.0,0.0
"""How to protect Nest Thermostat from unauthorized app updates?""",0.0,0.4758315086364746,2.1015842411656913,2.9,33.5,0.0,0.0,0.2671668529510498,3.7429792990910817,2.9000000000000004,-8.0,0.0
"""How to prevent unauthorized firmware updates on Nest Thermostat?""",0.0,0.4792516231536865,2.0865865689094,2.45,11.0,0.0,0.0,0.26820921897888184,0.0,3.6999999999999997,1.0,0.0
"""How to ensure that Nest Thermostat software is up to date with security patches?""",0.0,0.48283815383911133,0.0,2.5,23.5,0.0,0.0,0.26868343353271484,0.0,2.4,24.5,0.0
"""How to manage Nest Thermostat linked devices after upgrading your router?""",0.0,0.5046019554138184,1.9817600571503966,3.2,39.0,0.0,0.0,0.27122044563293457,3.6870376702812244,2.6500000000000004,25.000000000000004,0.0
"""How to prevent Nest Thermostat from being controlled by deprecated mobile devices?""",0.0,0.5043299198150635,1.9828290186852469,2.7,37.0,0.0,0.0,0.2675309181213379,0.0,2.9,-8.0,0.0
"""Why are my Philips Hue lights unreachable in the app?""",0.0,0.48041701316833496,2.0815249514252674,2.35,6.0,0.0,0.0,0.2701089382171631,3.702209954989002,2.85,-2.5,0.0
"""How to resolve Philips Hue lights not syncing with music?""",0.0,0.4768035411834717,2.097299859641178,8.3,21.0,0.0,0.0,0.27051424980163574,7.393325865330433,6.6,24.5,0.0
"""How to fix delayed response from Philips Hue lights?""",0.0,0.5090579986572266,1.9644127047178765,4.65,32.5,0.0,0.0,0.27024316787719727,0.0,3.4,-9.0,0.0
