model,use_case,no_context_total_time_s_mean,no_context_total_time_s_std,no_context_retrieval_time_s_mean,no_context_retrieval_time_s_std,no_context_llm_time_s_mean,no_context_llm_time_s_std,no_context_rss_diff_mb_mean,no_context_rss_diff_mb_std,no_context_est_cpu_usage_pct_mean,no_context_est_cpu_usage_pct_std,no_context_psutil_cpu_usage_pct_mean,no_context_psutil_cpu_usage_pct_std,no_context_response_bytes_mean,no_context_response_bytes_std,no_context_response_token_count_mean,no_context_response_token_count_std,no_context_nvml_gpu_memory_used_diff_mb_mean,no_context_nvml_gpu_memory_used_diff_mb_std,no_context_nvml_gpu_utilization_diff_pct_mean,no_context_nvml_gpu_utilization_diff_pct_std,no_context_smi_gpu_memory_used_diff_mb_mean,no_context_smi_gpu_memory_used_diff_mb_std,no_context_smi_gpu_utilization_diff_pct_mean,no_context_smi_gpu_utilization_diff_pct_std,no_context_torch_memory_allocated_diff_mb_mean,no_context_torch_memory_allocated_diff_mb_std,no_context_torch_memory_reserved_diff_mb_mean,no_context_torch_memory_reserved_diff_mb_std
llava:7b,Device Management,1.3167699467130871,0.38012016638522184,0.0,0.0,1.3167684559013424,0.3801201396444159,0.0,0.0,2.8997086829444707,0.7006916298672556,3.4078659370725037,0.6360002055460091,896.2051983584131,286.78240813685846,208.65116279069767,61.41014202203585,0.0,0.0,-5.47469220246238,10.815025177821443,0.0,0.0,-4.9151846785225715,10.24245405164669,0.0,0.0,0.0,0.0
llava:7b,Maintenance,1.5633039897565384,0.3982529961458509,0.0,0.0,1.5633025811318848,0.39825298164867795,0.0,0.0,2.8288793104721597,0.614785629846878,3.537122416534181,1.1747039819381784,1144.953895071542,316.07448343885943,247.28298887122418,63.016978148761375,0.0,0.0,-3.3529411764705883,8.789075357230095,0.0,0.0,-3.149443561208267,8.574138301883119,0.0,0.0,0.0,0.0
llava:7b,Safety,1.3949543997804528,0.4602567075566274,0.0,0.0,1.3949529677865249,0.46025668673429504,0.0,0.0,2.8572020144093235,0.7083396888310892,3.428322784810127,0.782264807114521,1092.5759493670887,356.27226619754987,219.41613924050634,73.94382108942885,0.0,0.0,-3.7515822784810124,9.337992061956493,0.0,0.0,-3.4699367088607596,9.00267866436786,0.0,0.0,0.0,0.0
llava:7b,Setup,1.4144801263514608,0.41229266351209476,0.0,0.0,1.4144786930774436,0.41229264892692996,0.0,0.0,2.8287551813510152,0.6585765214665626,3.393098159509203,0.7366152734029022,985.0720858895705,316.96862378935447,225.10889570552146,66.16688936268507,0.0,0.0,-7.470858895705521,12.57691826298811,0.0,0.0,-6.918711656441718,12.10937683148854,0.0,0.0,0.0,0.0
llava:7b,Troubleshooting,1.5162487296241682,0.44369401047554746,0.0,0.0,1.516247221919517,0.4436939856417534,0.0,0.0,2.8498127805937394,0.6255079489092932,3.4426957831325304,0.8069102706242517,1091.9006024096386,341.4829107591057,240.335843373494,70.75855007445448,-8.854386295180722,228.16157438334068,-3.875,9.620132312050467,-8.853915662650602,228.14944703137658,-3.75,9.488462470829077,0.0,0.0,0.0,0.0
mistral:7b,Device Management,1.909967250309161,0.5474498977020396,0.0,0.0,1.9099657967987327,0.5474498955650632,0.0,0.0,2.618959133934372,0.5802609864384399,4.046306429548563,2.6210449728701564,1215.4952120383036,358.48721482951396,287.4158686730506,83.3465415864126,-8.03454172366621,217.30640054617402,-6.630642954856361,12.27996885441876,-8.03419972640219,217.2948383509879,-6.450068399452804,12.155100823222831,0.0,0.0,0.0,0.0
mistral:7b,Maintenance,2.2050420648739664,0.5786679394315992,0.0,0.0,2.2050405849031924,0.5786679345354996,0.0,0.0,2.7092143692632003,0.4974399996985008,3.281478537360891,0.7555018209965265,1507.356120826709,417.10872093247065,331.43402225755165,85.84095528926753,0.0,0.0,-3.7869634340222578,9.30083321897195,0.0,0.0,-3.5898251192368837,9.05926830195575,0.0,0.0,0.0,0.0
mistral:7b,Safety,2.0549587399633955,0.5002616499687698,0.0,0.0,2.0549572813648824,0.5002616121420245,0.0,0.0,2.6718005393406656,0.5529168678281102,3.379351265822785,0.9387063577182069,1495.1962025316457,347.4150585873595,308.0506329113924,75.7124468718731,-0.0032634493670886076,0.08204184493062217,-5.39873417721519,10.540054083116775,-0.0031645569620253164,0.07955572841757301,-5.091772151898734,10.224630559175049,0.0,0.0,0.0,0.0
mistral:7b,Setup,2.0556184121641827,0.5833831354561599,0.0,0.0,2.055616894219802,0.5833831320377088,0.0,0.0,2.6692954210046995,0.5653366884891136,3.280138036809815,0.6448666345131179,1341.3481595092026,400.15124630544693,311.0828220858896,87.98974880599549,0.0,0.0,-7.8420245398773005,12.065535875226848,0.0,0.0,-7.377300613496932,11.740746858191812,0.0,0.0,0.0,0.0
mistral:7b,Troubleshooting,2.158735454323735,0.5714773241031411,0.0,0.0,2.1587339695514998,0.5714773250223202,0.0,0.0,2.715960758788991,0.5426596768774485,3.3027861445783135,0.6303621808799731,1451.0271084337348,393.78196705122656,325.07379518072287,86.93928624774409,0.0,0.0,-4.596385542168675,10.056239392381961,0.0,0.0,-4.284638554216867,9.683155696528752,0.0,0.0,0.0,0.0
