model,use_case,rag_bert_Precision_mean_raw,no_context_bert_Precision_mean_raw,rag_bert_Precision_mean,no_context_bert_Precision_mean,rag_bert_Recall_mean_raw,no_context_bert_Recall_mean_raw,rag_bert_Recall_mean,no_context_bert_Recall_mean,rag_bert_F1_mean_raw,no_context_bert_F1_mean_raw,rag_bert_F1_mean,no_context_bert_F1_mean,rag_rouge1_mean_raw,no_context_rouge1_mean_raw,rag_rouge1_mean,no_context_rouge1_mean,rag_rouge2_mean_raw,no_context_rouge2_mean_raw,rag_rouge2_mean,no_context_rouge2_mean,rag_rougeL_mean_raw,no_context_rougeL_mean_raw,rag_rougeL_mean,no_context_rougeL_mean,rag_bleu_mean_raw,no_context_bleu_mean_raw,rag_bleu_mean,no_context_bleu_mean,rag_meteor_mean_raw,no_context_meteor_mean_raw,rag_meteor_mean,no_context_meteor_mean
llava:7b,Device Management,0.9081527344505372,0.8414515192466298,90.81527344505372,84.14515192466297,0.9342571715486686,0.8916923247186006,93.42571715486686,89.16923247186006,0.9205316597883744,0.8653866053442949,92.05316597883744,86.5386605344295,0.5810445996959228,0.2345025922261751,58.104459969592284,23.450259222617508,0.44756560314103944,0.09501283174081933,44.75656031410394,9.501283174081934,0.5152700891888884,0.1727400126430964,51.52700891888884,17.27400126430964,0.2646574935501338,0.021250473318909932,26.46574935501338,2.1250473318909933,0.5831938428553717,0.24831610724539813,58.31938428553717,24.831610724539814
llava:7b,Maintenance,0.8613482286327404,0.8241801117865194,86.13482286327404,82.41801117865194,0.9233677242253278,0.885167670647935,92.33677242253277,88.5167670647935,0.890935089516147,0.8534348933041,89.0935089516147,85.34348933041001,0.3434915744529038,0.1521576047135213,34.34915744529038,15.21576047135213,0.24527954611980465,0.05423971351954405,24.527954611980466,5.423971351954405,0.28787348263229107,0.11203488129924896,28.787348263229106,11.203488129924896,0.11336869888509273,0.011751159323713335,11.336869888509273,1.1751159323713334,0.4514908328208119,0.2074905355858181,45.14908328208119,20.74905355858181
llava:7b,Safety,0.881338203066512,0.8366423875470704,88.1338203066512,83.66423875470704,0.9425299502437627,0.892598963896685,94.25299502437628,89.2598963896685,0.9106686057735093,0.8635732923881917,91.06686057735092,86.35732923881918,0.41275627058830106,0.1877912557705569,41.2756270588301,18.779125577055687,0.31876949768962465,0.06913604625370773,31.876949768962465,6.913604625370773,0.3606802238419633,0.13630769946342022,36.06802238419633,13.630769946342022,0.16778640360419875,0.01840374620670367,16.778640360419875,1.840374620670367,0.5598163455893653,0.25724940372046967,55.981634558936534,25.724940372046966
llava:7b,Setup,0.9310668318366712,0.8413715419228092,93.10668318366712,84.13715419228092,0.9592240208679913,0.9010599860750093,95.92240208679912,90.10599860750092,0.9445951391765677,0.8699514993860678,94.45951391765676,86.99514993860677,0.6941402788466114,0.22814576504044215,69.41402788466114,22.814576504044215,0.605476970856119,0.10160855064295973,60.547697085611894,10.160855064295973,0.6651006832644639,0.181339938647802,66.51006832644639,18.1339938647802,0.4536867013788274,0.025960074194787623,45.36867013788274,2.596007419478762,0.7172319427603552,0.2681867335578445,71.72319427603551,26.81867335578445
llava:7b,Troubleshooting,0.8737850604825709,0.8304364611226392,87.3785060482571,83.04364611226393,0.9246010357536465,0.8858354693076697,92.46010357536466,88.58354693076697,0.898080616201981,0.8570451293006001,89.8080616201981,85.70451293006,0.41767737361791185,0.19109245509043404,41.767737361791184,19.109245509043404,0.3013118223599256,0.06942267078643798,30.13118223599256,6.942267078643797,0.3508609348481174,0.13691805575951055,35.08609348481174,13.691805575951054,0.16212570315397765,0.01581511241518181,16.212570315397766,1.581511241518181,0.49363041848568234,0.2390053095888753,49.36304184856824,23.90053095888753
mistral:7b,Device Management,0.9080543558020272,0.8207640975672961,90.80543558020273,82.0764097567296,0.9333270236177093,0.8861384052584501,93.33270236177093,88.613840525845,0.9200488509133805,0.8517899525475404,92.00488509133805,85.17899525475404,0.6138216151366099,0.20134305492978377,61.382161513660996,20.134305492978378,0.4799626296563713,0.08035182147691199,47.99626296563713,8.035182147691199,0.5543353529095213,0.14416166728076826,55.43353529095213,14.416166728076826,0.2785102709679917,0.017246004265970737,27.851027096799168,1.7246004265970738,0.6190659033796454,0.23311051385176448,61.90659033796454,23.311051385176448
mistral:7b,Maintenance,0.8592306519540202,0.8072915836244774,85.92306519540202,80.72915836244773,0.9265280156522184,0.8825356404997396,92.65280156522184,88.25356404997396,0.8910977390309017,0.8430897476942247,89.10977390309017,84.30897476942248,0.4110396668840969,0.13141840620972278,41.103966688409685,13.141840620972278,0.30738789967591373,0.04688311907464323,30.738789967591373,4.688311907464323,0.35027478670903234,0.09585064906702537,35.027478670903236,9.585064906702536,0.15537931728186402,0.009270764485100154,15.537931728186402,0.9270764485100154,0.5119912054582285,0.19342028455492657,51.19912054582285,19.342028455492656
mistral:7b,Safety,0.8951403497706486,0.8174289554546151,89.51403497706487,81.74289554546151,0.9465468945571139,0.8903714297692987,94.65468945571139,89.03714297692987,0.9198006341540361,0.8522240107383909,91.9800634154036,85.2224010738391,0.5488287231727197,0.1502060415846094,54.88287231727197,15.02060415846094,0.43283417361035986,0.05514085374697211,43.28341736103599,5.514085374697212,0.4829389246076241,0.10870629025981154,48.29389246076241,10.870629025981154,0.2598257156625438,0.013663866178312226,25.982571566254382,1.3663866178312227,0.6579987536630008,0.22868282143083168,65.79987536630007,22.868282143083167
mistral:7b,Setup,0.9305966312717076,0.8202966908735732,93.05966312717075,82.02966908735732,0.958170434631453,0.8949190642387589,95.8170434631453,89.49190642387589,0.9438913201261883,0.8557680361658517,94.38913201261883,85.57680361658517,0.7309125514533884,0.19176353670236793,73.09125514533883,19.176353670236793,0.6263699654591325,0.08423502993610153,62.63699654591325,8.423502993610153,0.7015106189834158,0.14955823090557271,70.15106189834158,14.95582309055727,0.4505432350490243,0.01926040606634263,45.054323504902435,1.926040606634263,0.7486389143741837,0.24893348511980182,74.86389143741837,24.893348511980182
mistral:7b,Troubleshooting,0.880682320479887,0.813729869673051,88.0682320479887,81.37298696730511,0.9285012062594115,0.8848492232970444,92.85012062594114,88.48492232970445,0.903518727116556,0.847594638276531,90.3518727116556,84.75946382765311,0.5088826350981704,0.1637186646544674,50.888263509817044,16.37186646544674,0.38606889465867134,0.06099255912630627,38.606889465867134,6.099255912630627,0.44192580743891385,0.11650438519641122,44.192580743891384,11.650438519641122,0.21908514489957653,0.01261408198850675,21.908514489957653,1.261408198850675,0.5720329922875679,0.22648559017319556,57.20329922875679,22.648559017319556
